Grupos ECOICOP;Tipo de dato;Periodo;Total
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M05;0,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M04;0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M03;0,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M02;1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2019M01;0,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M12;1,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M11;1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M10;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M09;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M08;2
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M07;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M06;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M05;2
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M04;1,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M03;1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M02;0,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2018M01;1,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M12;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M11;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M10;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M09;1,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M08;0
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M07;0,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M06;0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M05;1,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M04;1,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M03;1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M02;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2017M01;1
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M12;0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M11;0,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M10;0,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M09;0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M08;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M07;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M06;1,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M05;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M04;2
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M03;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M02;1,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2016M01;2,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M12;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M11;1,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M10;1,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M09;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M08;1,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M07;1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M06;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M05;1,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M04;0,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M03;0,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M02;0,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2015M01;-0,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M12;-0,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M11;0,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M10;0,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M09;-0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M08;-2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M07;-2
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M06;-1,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M05;-0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M04;0,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M03;0,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M02;1,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2014M01;1,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M12;1,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M11;1,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M10;1,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M09;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M08;4,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M07;4,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M06;3,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M05;3,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M04;2,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M03;2,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M02;2,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2013M01;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M12;3
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M11;2,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M10;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M09;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M08;2
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M07;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M06;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M05;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M04;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M03;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M02;2,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2012M01;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M12;2,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M11;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M10;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M09;2,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M08;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M07;2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M06;2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M05;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M04;2,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M03;1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M02;1,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2011M01;0,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M12;0,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M11;0,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M10;0,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M09;0,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M08;-0,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M07;-0,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M06;-0,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M05;-1,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M04;-1,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M03;-2,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M02;-2,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2010M01;-2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M12;-2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M11;-2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M10;-2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M09;-2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M08;-2,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M07;-2,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M06;-1,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M05;-0,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M04;-0,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M03;0,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M02;1,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2009M01;1,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M12;2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M11;3,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M10;4
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M09;6,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M08;6,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M07;7
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M06;7,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M05;6,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M04;6,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M03;6,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M02;7
01 Alimentos y bebidas no alcohólicas;Variación anual;2008M01;7
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M12;6,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M11;6,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M10;5,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M09;3,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M08;2,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M07;2,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M06;2,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M05;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M04;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M03;2,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M02;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2007M01;2,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M12;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M11;3,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M10;4,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M09;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M08;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M07;4,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M06;4,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M05;3,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M04;3,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M03;3,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M02;4,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2006M01;4,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M12;4,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M11;3,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M10;2,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M09;2,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M08;2,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M07;2,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M06;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M05;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M04;3,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M03;3,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M02;3,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2005M01;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M12;3
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M11;3,2
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M10;3
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M09;3
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M08;3,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M07;4,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M06;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M05;4,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M04;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M03;4,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M02;4
01 Alimentos y bebidas no alcohólicas;Variación anual;2004M01;4
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M12;4,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M11;4,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M10;4,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M09;4,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M08;4
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M07;3,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M06;3,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M05;3,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M04;3,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M03;4,4
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M02;4,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2003M01;4,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M12;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M11;4,9
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M10;5,1
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M09;4,8
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M08;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M07;4,6
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M06;4,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M05;4,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M04;4,7
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M03;4,3
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M02;4,5
01 Alimentos y bebidas no alcohólicas;Variación anual;2002M01;4,4
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2023M02;""
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2023M01;0,4
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M12;15,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M11;13,9
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M10;13,3
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M09;10,8
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M08;10,3
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M07;9,8
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M06;9,4
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M05;7,5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M04;6,2
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M03;2,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M02;1,5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2022M01;0,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M12;5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M11;3,6
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M10;3
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M09;1,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M08;1,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M07;1,5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M06;1,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M05;1,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M04;1,3
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M03;1
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M02;0,9
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2021M01;0,9
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M12;1,1
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M11;1,5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M10;2,5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M09;1,1
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M08;1
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M07;0,9
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M06;1,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M05;2,1
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M04;2,1
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M03;0,6
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M02;0,5
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2020M01;0,3
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2019M12;1,7
01 Alimentos y bebidas no alcohólicas;Variación en lo que va de año;2019M11;1,8
